,Unnamed: 0,closed,opened,duration,status,seg_id,created,ID,decision,score,assignee_masked,unique_task_id,avg_opened_time
1369,1369,2022-01-03 17:52:05.540999936,1641232115699000064,208.0,closed,864691135385347925,2021-12-30 13:29:32.718000000,74,yesConditional,1.0,13,86469113538534792574,1.640968200940257e+18
1780,1780,2022-01-05 16:47:21.320000000,1641401216104000000,24.0,closed,864691135385347925,2022-01-03 13:40:45.445000000,74,yesConditional,1.0,1000,86469113538534792574,1.640968200940257e+18
1357,1357,2022-01-04 05:48:11.752000000,1641275236054000128,55.0,closed,864691135385347925,2021-12-30 13:29:32.718000000,74,yesConditional,1.0,1,86469113538534792574,1.640968200940257e+18
1378,1378,2022-01-03 19:01:43.755000064,1641236264296999936,238.0,closed,864691135385347925,2021-12-30 13:29:32.718000000,74,yesConditional,1.0,22,86469113538534792574,1.640968200940257e+18
1379,1379,2022-01-03 18:49:48.209999872,1641235376208999936,411.0,closed,864691135385347925,2021-12-30 13:29:32.718000000,74,yesConditional,1.0,23,86469113538534792574,1.640968200940257e+18
1380,1380,2022-01-03 16:41:58.500999936,1641227990240000000,127.0,closed,864691135385347925,2021-12-30 13:29:32.718000000,74,yesConditional,1.0,24,86469113538534792574,1.640968200940257e+18
1720,1720,2022-01-03 16:33:05.089999872,1641227507524999936,75.0,closed,864691135385347925,2021-12-30 13:31:19.022000000,74,yesConditional,1.0,26,86469113538534792574,1.640968200940257e+18
1377,1377,2022-01-03 23:13:35.302000128,1641251363920000000,156.0,closed,864691135385347925,2021-12-30 13:29:32.718000000,74,yesConditional,1.0,21,86469113538534792574,1.640968200940257e+18
1367,1367,2022-01-13 12:05:40.432000000,1642075487160000000,53.0,closed,864691135385347925,2021-12-30 13:29:32.718000000,74,errorNearby,0.5,11,86469113538534792574,1.640968200940257e+18
1396,1396,2022-01-03 18:25:28.176999936,1641234250863000064,76.0,closed,864691135385347925,2021-12-30 13:29:33.094000000,75,yesConditional,1.0,16,86469113538534792575,1.6409686370861714e+18
1386,1386,2022-01-03 18:31:14.352000000,1641234571543000064,101.0,closed,864691135385347925,2021-12-30 13:29:33.094000000,75,yesConditional,1.0,6,86469113538534792575,1.6409686370861714e+18
1397,1397,2022-01-03 20:09:33.992999936,1641240189369999872,382.0,closed,864691135385347925,2021-12-30 13:29:33.094000000,75,yesConditional,1.0,17,86469113538534792575,1.6409686370861714e+18
1401,1401,2022-01-03 23:15:09.326000128,1641251621424000000,87.0,closed,864691135385347925,2021-12-30 13:29:33.094000000,75,yesConditional,1.0,21,86469113538534792575,1.6409686370861714e+18
1400,1400,2022-01-03 18:37:51.444999936,1641234990376999936,78.0,closed,864691135385347925,2021-12-30 13:29:33.094000000,75,yesConditional,1.0,20,86469113538534792575,1.6409686370861714e+18
1398,1398,2022-01-03 17:03:53.356000000,1641229368443000064,64.0,closed,864691135385347925,2021-12-30 13:29:33.094000000,75,yesConditional,1.0,18,86469113538534792575,1.6409686370861714e+18
1395,1395,2022-01-03 22:12:30.446000128,1641247871200999936,79.0,closed,864691135385347925,2021-12-30 13:29:33.094000000,75,yesConditional,1.0,15,86469113538534792575,1.6409686370861714e+18
1721,1721,2022-01-04 05:02:28.247000064,1641272521452000000,25.0,closed,864691135385347925,2021-12-30 13:31:19.080000000,75,yesConditional,1.0,25,86469113538534792575,1.6409686370861714e+18
1394,1394,2022-01-05 13:43:35.728000000,1641390126724000000,83.0,closed,864691135385347925,2021-12-30 13:29:33.094000000,75,yesConditional,1.0,14,86469113538534792575,1.6409686370861714e+18
