,Unnamed: 0,closed,opened,duration,status,seg_id,created,ID,decision,score,assignee_masked
469,469,2022-01-03 15:25:29.708999936,2022-01-03 15:24:20.075000064,68.0,closed,864691135725642047,2021-12-30 13:29:06.153000000,0,no,1.0,1
470,470,2022-01-03 15:38:13.128000000,2022-01-03 15:30:20.956000000,470.0,closed,864691135725642047,2021-12-30 13:29:06.153000000,0,yes,0.0,2
471,471,2022-01-03 15:22:43.824999936,2022-01-03 14:30:59.647000064,58.0,closed,864691135725642047,2021-12-30 13:29:06.153000000,0,no,1.0,3
472,472,2022-01-03 15:21:44.276000000,2022-01-03 15:17:47.611000064,235.0,closed,864691135725642047,2021-12-30 13:29:06.153000000,0,no,1.0,4
473,473,2022-01-03 15:23:48.920999936,2022-01-03 15:18:52.494000128,216.0,closed,864691135725642047,2021-12-30 13:29:06.153000000,0,no,1.0,5
474,474,2022-01-03 15:24:17.990000128,2022-01-03 15:19:28.217999872,275.0,closed,864691135725642047,2021-12-30 13:29:06.153000000,0,no,1.0,6
475,475,2022-01-03 15:26:08.857999872,2022-01-03 15:18:14.614000128,436.0,closed,864691135725642047,2021-12-30 13:29:06.153000000,0,no,1.0,7
476,476,2022-01-03 15:25:55.159000064,2022-01-03 15:20:49.552000000,305.0,closed,864691135725642047,2021-12-30 13:29:06.153000000,0,no,1.0,8
477,477,2022-01-03 15:23:53.966000128,2022-01-03 15:22:03.459000064,109.0,closed,864691135725642047,2021-12-30 13:29:06.153000000,0,no,1.0,9
478,478,2022-01-03 15:28:35.542000128,2022-01-03 15:23:32.721999872,302.0,closed,864691135725642047,2021-12-30 13:29:06.153000000,0,no,1.0,10
479,479,2022-01-10 20:10:44.500000000,2022-01-10 20:03:46.891000064,416.0,closed,864691135725642047,2021-12-30 13:29:06.153000000,0,no,1.0,11
480,480,2022-01-03 17:12:20.523000064,2022-01-03 17:11:03.569999872,75.0,closed,864691135725642047,2021-12-30 13:29:06.153000000,0,no,1.0,12
481,481,2022-01-03 14:24:42.512999936,2022-01-03 14:20:10.929999872,270.0,closed,864691135725642047,2021-12-30 13:29:06.153000000,0,no,1.0,13
482,482,2022-01-04 19:53:39.046000128,2022-01-04 19:21:45.694000128,1911.0,closed,864691135725642047,2021-12-30 13:29:06.153000000,0,yesConditional,0.5,14
483,483,2022-01-03 15:36:08.887000064,2022-01-03 15:23:23.891000064,764.0,closed,864691135725642047,2021-12-30 13:29:06.153000000,0,no,1.0,15
484,484,2022-01-03 15:22:25.118000128,2022-01-03 15:19:12.855000064,188.0,closed,864691135725642047,2021-12-30 13:29:06.153000000,0,no,1.0,16
485,485,2022-01-03 15:29:09.646000128,2022-01-03 15:25:11.761999872,235.0,closed,864691135725642047,2021-12-30 13:29:06.153000000,0,no,1.0,17
486,486,2022-01-03 15:18:25.932000000,2022-01-03 14:32:01.431000064,60.0,closed,864691135725642047,2021-12-30 13:29:06.153000000,0,no,1.0,18
487,487,2022-01-03 15:24:03.492999936,2022-01-03 15:21:10.763000064,171.0,closed,864691135725642047,2021-12-30 13:29:06.153000000,0,no,1.0,19
488,488,2022-01-03 15:27:24.017999872,2022-01-03 15:22:35.403000064,244.0,closed,864691135725642047,2021-12-30 13:29:06.153000000,0,no,1.0,20
489,489,2022-01-03 14:28:03.256999936,2022-01-03 14:25:26.132999936,155.0,closed,864691135725642047,2021-12-30 13:29:06.153000000,0,no,1.0,21
490,490,2022-01-03 15:23:43.075000064,2022-01-03 15:21:26.110000128,137.0,closed,864691135725642047,2021-12-30 13:29:06.153000000,0,no,1.0,22
491,491,2022-01-03 14:24:37.544000000,2022-01-03 14:20:23.950000128,223.0,closed,864691135725642047,2021-12-30 13:29:06.153000000,0,no,1.0,23
492,492,2022-01-03 15:21:29.452999936,2022-01-03 15:19:28.734000128,119.0,closed,864691135725642047,2021-12-30 13:29:06.153000000,0,no,1.0,24
493,493,2022-01-03 15:27:53.000999936,2022-01-03 15:25:33.747000064,138.0,closed,864691136134428555,2021-12-30 13:29:06.945000000,2,yesConditional,0.5,1
494,494,2022-01-03 15:49:10.416999936,2022-01-03 15:38:20.988999936,640.0,closed,864691136134428555,2021-12-30 13:29:06.945000000,2,yes,1.0,2
495,495,2022-01-03 15:23:28.500999936,2022-01-03 15:22:47.507000064,39.0,closed,864691136134428555,2021-12-30 13:29:06.945000000,2,yes,1.0,3
496,496,2022-01-03 15:22:54.919000064,2022-01-03 15:21:47.967000064,65.0,closed,864691136134428555,2021-12-30 13:29:06.945000000,2,yes,1.0,4
497,497,2022-01-03 15:27:25.025999872,2022-01-03 15:23:53.452000000,108.0,closed,864691136134428555,2021-12-30 13:29:06.945000000,2,yes,1.0,5
498,498,2022-01-03 15:30:12.960000000,2022-01-03 15:24:25.326000128,177.0,closed,864691136134428555,2021-12-30 13:29:06.945000000,2,yesConditional,0.5,6
499,499,2022-01-03 15:29:59.132999936,2022-01-03 15:26:11.896999936,226.0,closed,864691136134428555,2021-12-30 13:29:06.945000000,2,yes,1.0,7
500,500,2022-01-03 15:31:36.969999872,2022-01-03 15:25:58.816999936,337.0,closed,864691136134428555,2021-12-30 13:29:06.945000000,2,yes,1.0,8
501,501,2022-01-03 15:24:54.120999936,2022-01-03 15:23:56.816999936,57.0,closed,864691136134428555,2021-12-30 13:29:06.945000000,2,yes,1.0,9
502,502,2022-01-03 15:33:57.417999872,2022-01-03 15:28:39.512000000,317.0,closed,864691136134428555,2021-12-30 13:29:06.945000000,2,yes,1.0,10
503,503,2022-01-10 20:14:28.583000064,2022-01-10 20:10:45.313999872,222.0,closed,864691136134428555,2021-12-30 13:29:06.945000000,2,yes,1.0,11
504,504,2022-01-03 17:18:25.196000000,2022-01-03 17:12:24.475000064,359.0,closed,864691136134428555,2021-12-30 13:29:06.945000000,2,yes,1.0,12
505,505,2022-01-03 15:19:27.591000064,2022-01-03 14:24:46.335000064,1177.0,closed,864691136134428555,2021-12-30 13:29:06.945000000,2,yes,1.0,13
506,506,2022-01-04 19:57:19.116000000,2022-01-04 19:53:43.884999936,214.0,closed,864691136134428555,2021-12-30 13:29:06.945000000,2,yes,1.0,14
507,507,2022-01-03 15:39:24.331000064,2022-01-03 15:36:13.592999936,190.0,closed,864691136134428555,2021-12-30 13:29:06.945000000,2,yes,1.0,15
508,508,2022-01-03 15:27:41.679000064,2022-01-03 15:22:37.137999872,302.0,closed,864691136134428555,2021-12-30 13:29:06.945000000,2,yes,1.0,16
509,509,2022-01-03 15:30:51.572999936,2022-01-03 15:29:13.879000064,96.0,closed,864691136134428555,2021-12-30 13:29:06.945000000,2,yes,1.0,17
510,510,2022-01-03 15:18:48.833999872,2022-01-03 15:18:29.763000064,18.0,closed,864691136134428555,2021-12-30 13:29:06.945000000,2,yes,1.0,18
511,511,2022-01-03 15:25:09.475000064,2022-01-03 15:24:07.348999936,61.0,closed,864691136134428555,2021-12-30 13:29:06.945000000,2,yes,1.0,19
512,512,2022-01-03 15:29:23.300999936,2022-01-03 15:27:29.547000064,111.0,closed,864691136134428555,2021-12-30 13:29:06.945000000,2,yes,1.0,20
513,513,2022-01-03 14:31:48.300000000,2022-01-03 14:28:32.287000064,194.0,closed,864691136134428555,2021-12-30 13:29:06.945000000,2,yes,1.0,21
514,514,2022-01-03 15:26:10.721999872,2022-01-03 15:23:46.555000064,143.0,closed,864691136134428555,2021-12-30 13:29:06.945000000,2,yes,1.0,22
515,515,2022-01-03 14:28:33.288999936,2022-01-03 14:24:45.105999872,227.0,closed,864691136134428555,2021-12-30 13:29:06.945000000,2,yes,1.0,23
516,516,2022-01-03 15:22:24.484999936,2022-01-03 15:21:37.859000064,45.0,closed,864691136134428555,2021-12-30 13:29:06.945000000,2,yes,1.0,24
517,517,2022-01-03 15:47:18.792999936,2022-01-03 15:27:56.175000064,798.0,closed,864691136134428555,2021-12-30 13:29:07.378000000,3,yes,1.0,1
518,518,2022-01-03 15:57:30.113999872,2022-01-03 15:49:46.152999936,462.0,closed,864691136134428555,2021-12-30 13:29:07.378000000,3,yesConditional,0.5,2
519,519,2022-01-03 15:24:43.600999936,2022-01-03 15:23:32.424999936,71.0,closed,864691136134428555,2021-12-30 13:29:07.378000000,3,yes,1.0,3
520,520,2022-01-03 15:24:07.356000000,2022-01-03 15:22:58.847000064,67.0,closed,864691136134428555,2021-12-30 13:29:07.378000000,3,yes,1.0,4
521,521,2022-01-03 15:30:09.800000000,2022-01-03 15:27:52.592000000,135.0,closed,864691136134428555,2021-12-30 13:29:07.378000000,3,yes,1.0,5
522,522,2022-01-03 15:35:01.044000000,2022-01-03 15:30:16.920999936,272.0,closed,864691136134428555,2021-12-30 13:29:07.378000000,3,yesConditional,0.5,6
523,523,2022-01-03 15:31:17.120000000,2022-01-03 15:30:02.734000128,73.0,closed,864691136134428555,2021-12-30 13:29:07.378000000,3,yes,1.0,7
524,524,2022-01-03 15:32:37.719000064,2022-01-03 15:31:40.176000000,57.0,closed,864691136134428555,2021-12-30 13:29:07.378000000,3,yes,1.0,8
525,525,2022-01-03 15:25:50.848999936,2022-01-03 15:24:57.062000128,53.0,closed,864691136134428555,2021-12-30 13:29:07.378000000,3,yesConditional,0.5,9
526,526,2022-01-03 15:43:36.678000128,2022-01-03 15:34:02.798000128,572.0,closed,864691136134428555,2021-12-30 13:29:07.378000000,3,yes,1.0,10
527,527,2022-01-10 20:15:41.272000000,2022-01-10 20:14:29.388999936,71.0,closed,864691136134428555,2021-12-30 13:29:07.378000000,3,yes,1.0,11
528,528,2022-01-03 17:20:55.071000064,2022-01-03 17:18:58.223000064,115.0,closed,864691136134428555,2021-12-30 13:29:07.378000000,3,yes,1.0,12
529,529,2022-01-03 15:24:44.520000000,2022-01-03 15:19:49.411000064,294.0,closed,864691136134428555,2021-12-30 13:29:07.378000000,3,yesConditional,0.5,13
530,530,2022-01-04 20:01:46.665999872,2022-01-04 20:00:54.846000128,51.0,closed,864691136134428555,2021-12-30 13:29:07.378000000,3,yes,1.0,14
531,531,2022-01-03 15:42:45.648999936,2022-01-03 15:39:27.567000064,128.0,closed,864691136134428555,2021-12-30 13:29:07.378000000,3,yes,1.0,15
532,532,2022-01-03 15:34:14.220999936,2022-01-03 15:27:48.414000128,384.0,closed,864691136134428555,2021-12-30 13:29:07.378000000,3,yes,1.0,16
533,533,2022-01-03 15:38:58.315000064,2022-01-03 15:30:56.694000128,479.0,closed,864691136134428555,2021-12-30 13:29:07.378000000,3,yes,1.0,17
534,534,2022-01-03 15:23:55.968999936,2022-01-03 15:18:52.808000000,289.0,closed,864691136134428555,2021-12-30 13:29:07.378000000,3,yes,1.0,18
535,535,2022-01-03 15:26:49.272999936,2022-01-03 15:25:13.616000000,94.0,closed,864691136134428555,2021-12-30 13:29:07.378000000,3,yes,1.0,19
536,536,2022-01-03 15:31:38.916000000,2022-01-03 15:29:30.428999936,126.0,closed,864691136134428555,2021-12-30 13:29:07.378000000,3,yes,1.0,20
537,537,2022-01-03 14:33:44.329999872,2022-01-03 14:31:54.182000128,107.0,closed,864691136134428555,2021-12-30 13:29:07.378000000,3,yes,1.0,21
538,538,2022-01-03 15:28:07.726000128,2022-01-03 15:26:13.547000064,113.0,closed,864691136134428555,2021-12-30 13:29:07.378000000,3,yes,1.0,22
539,539,2022-01-03 14:32:46.404999936,2022-01-03 14:28:38.180999936,247.0,closed,864691136134428555,2021-12-30 13:29:07.378000000,3,yes,1.0,23
540,540,2022-01-03 15:23:18.825999872,2022-01-03 15:22:28.528999936,50.0,closed,864691136134428555,2021-12-30 13:29:07.378000000,3,yes,1.0,24
541,541,2022-01-03 15:52:16.827000064,2022-01-03 15:47:22.104000000,293.0,closed,864691136134428555,2021-12-30 13:29:07.893000000,5,yes,0.0,1
542,542,2022-01-03 16:01:45.176000000,2022-01-03 15:57:43.193999872,236.0,closed,864691136134428555,2021-12-30 13:29:07.893000000,5,yesConditional,1.0,2
543,543,2022-01-03 15:58:47.091000064,2022-01-03 15:24:46.727000064,1998.0,closed,864691136134428555,2021-12-30 13:29:07.893000000,5,yesConditional,1.0,3
544,544,2022-01-03 15:25:50.142000128,2022-01-03 15:24:11.160999936,97.0,closed,864691136134428555,2021-12-30 13:29:07.893000000,5,yesConditional,1.0,4
545,545,2022-01-03 15:34:05.971000064,2022-01-03 15:30:13.352000000,231.0,closed,864691136134428555,2021-12-30 13:29:07.893000000,5,yesConditional,1.0,5
546,546,2022-01-03 15:43:10.264000000,2022-01-03 15:35:08.433999872,480.0,closed,864691136134428555,2021-12-30 13:29:07.893000000,5,yesConditional,1.0,6
547,547,2022-01-03 15:35:07.094000128,2022-01-03 15:31:19.776999936,225.0,closed,864691136134428555,2021-12-30 13:29:07.893000000,5,yesConditional,1.0,7
548,548,2022-01-03 15:37:03.864000000,2022-01-03 15:32:43.284000000,260.0,closed,864691136134428555,2021-12-30 13:29:07.893000000,5,yes,0.0,8
549,549,2022-01-03 15:28:17.916999936,2022-01-03 15:25:54.087000064,143.0,closed,864691136134428555,2021-12-30 13:29:07.893000000,5,yesConditional,1.0,9
550,550,2022-01-03 15:45:55.172999936,2022-01-03 15:45:02.088000000,52.0,closed,864691136134428555,2021-12-30 13:29:07.893000000,5,yesConditional,1.0,10
551,551,2022-01-10 20:18:59.185999872,2022-01-10 20:15:42.188999936,196.0,closed,864691136134428555,2021-12-30 13:29:07.893000000,5,yesConditional,1.0,11
552,552,2022-01-03 17:28:11.640000000,2022-01-03 17:21:02.390000128,427.0,closed,864691136134428555,2021-12-30 13:29:07.893000000,5,errorNearby,0.5,12
553,553,2022-01-03 15:27:48.284999936,2022-01-03 15:24:48.452999936,179.0,closed,864691136134428555,2021-12-30 13:29:07.893000000,5,yesConditional,1.0,13
554,554,2022-01-04 20:12:11.199000064,2022-01-04 20:01:51.350000128,619.0,closed,864691136134428555,2021-12-30 13:29:07.893000000,5,yesConditional,1.0,14
555,555,2022-01-03 15:47:04.268000000,2022-01-03 15:43:03.491000064,12.0,closed,864691136134428555,2021-12-30 13:29:07.893000000,5,yesConditional,1.0,15
556,556,2022-01-03 15:37:57.896999936,2022-01-03 15:27:48.879000064,221.0,closed,864691136134428555,2021-12-30 13:29:07.893000000,5,yesConditional,1.0,16
557,557,2022-01-03 15:46:06.929999872,2022-01-03 15:39:02.300999936,421.0,closed,864691136134428555,2021-12-30 13:29:07.893000000,5,yesConditional,1.0,17
558,558,2022-01-03 15:27:58.820000000,2022-01-03 15:23:59.159000064,238.0,closed,864691136134428555,2021-12-30 13:29:07.893000000,5,yesConditional,1.0,18
559,559,2022-01-03 15:28:18.172999936,2022-01-03 15:26:53.158000128,83.0,closed,864691136134428555,2021-12-30 13:29:07.893000000,5,yesConditional,1.0,19
560,560,2022-01-03 15:43:56.056999936,2022-01-03 15:34:51.616000000,540.0,closed,864691136134428555,2021-12-30 13:29:07.893000000,5,yesConditional,1.0,20
561,561,2022-01-03 15:11:11.697999872,2022-01-03 15:02:56.383000064,493.0,closed,864691136134428555,2021-12-30 13:29:07.893000000,5,yesConditional,1.0,21
562,562,2022-01-03 15:42:58.591000064,2022-01-03 15:28:10.311000064,887.0,closed,864691136134428555,2021-12-30 13:29:07.893000000,5,yes,0.0,22
563,563,2022-01-03 15:22:59.899000064,2022-01-03 15:19:10.665999872,227.0,closed,864691136134428555,2021-12-30 13:29:07.893000000,5,yes,0.0,23
564,564,2022-01-03 15:26:13.240000000,2022-01-03 15:23:22.073999872,169.0,closed,864691136134428555,2021-12-30 13:29:07.893000000,5,yesConditional,1.0,24
565,565,2022-01-03 15:56:50.324999936,2022-01-03 15:52:21.880000000,267.0,closed,864691135809742796,2021-12-30 13:29:10.370000000,6,yes,0.0,1
566,566,2022-01-03 16:15:52.064000000,2022-01-03 16:02:04.532000000,824.0,closed,864691135809742796,2021-12-30 13:29:10.370000000,6,yesConditional,1.0,2
567,567,2022-01-03 16:01:13.991000064,2022-01-03 15:58:51.096000000,125.0,closed,864691135809742796,2021-12-30 13:29:10.370000000,6,yes,0.0,3
568,568,2022-01-03 15:27:13.535000064,2022-01-03 15:25:54.072999936,52.0,closed,864691135809742796,2021-12-30 13:29:10.370000000,6,yes,0.0,4
569,569,2022-01-03 15:35:56.550000128,2022-01-03 15:34:50.192000000,65.0,closed,864691135809742796,2021-12-30 13:29:10.370000000,6,yesConditional,1.0,5
570,570,2022-01-03 15:48:27.097999872,2022-01-03 15:43:14.884999936,248.0,closed,864691135809742796,2021-12-30 13:29:10.370000000,6,yes,0.0,6
571,571,2022-01-03 15:36:13.992000000,2022-01-03 15:35:10.440000000,61.0,closed,864691135809742796,2021-12-30 13:29:10.370000000,6,yesConditional,1.0,7
572,572,2022-01-03 15:42:22.395000064,2022-01-03 15:42:10.303000064,12.0,closed,864691135809742796,2021-12-30 13:29:10.370000000,6,yesConditional,1.0,8
573,573,2022-01-03 15:34:36.326000128,2022-01-03 15:28:21.832000000,374.0,closed,864691135809742796,2021-12-30 13:29:10.370000000,6,yesConditional,1.0,9
574,574,2022-01-03 15:49:46.332999936,2022-01-03 15:45:58.776999936,226.0,closed,864691135809742796,2021-12-30 13:29:10.370000000,6,yes,0.0,10
575,575,2022-01-10 20:22:20.892999936,2022-01-10 20:19:00.064000000,143.0,closed,864691135809742796,2021-12-30 13:29:10.370000000,6,yes,0.0,11
576,576,2022-01-03 17:31:14.576000000,2022-01-03 17:28:16.328999936,177.0,closed,864691135809742796,2021-12-30 13:29:10.370000000,6,yes,0.0,12
577,577,2022-01-03 15:30:17.113999872,2022-01-03 15:27:52.588000000,143.0,closed,864691135809742796,2021-12-30 13:29:10.370000000,6,yes,0.0,13
578,578,2022-01-04 20:16:39.480999936,2022-01-04 20:12:55.783000064,140.0,closed,864691135809742796,2021-12-30 13:29:10.370000000,6,yesConditional,1.0,14
579,579,2022-01-03 15:48:53.556000000,2022-01-03 15:47:08.950000128,103.0,closed,864691135809742796,2021-12-30 13:29:10.370000000,6,yesConditional,1.0,15
580,580,2022-01-03 15:44:13.367000064,2022-01-03 15:38:15.368000000,356.0,closed,864691135809742796,2021-12-30 13:29:10.370000000,6,yes,0.0,16
581,581,2022-01-03 15:50:52.671000064,2022-01-03 15:46:10.459000064,280.0,closed,864691135809742796,2021-12-30 13:29:10.370000000,6,yes,0.0,17
582,582,2022-01-03 15:30:41.975000064,2022-01-03 15:28:02.283000064,159.0,closed,864691135809742796,2021-12-30 13:29:10.370000000,6,yes,0.0,18
583,583,2022-01-03 15:33:58.262000128,2022-01-03 15:28:44.175000064,313.0,closed,864691135809742796,2021-12-30 13:29:10.370000000,6,yesConditional,1.0,19
584,584,2022-01-03 15:47:29.076999936,2022-01-03 15:44:57.600999936,149.0,closed,864691135809742796,2021-12-30 13:29:10.370000000,6,yes,0.0,20
585,585,2022-01-03 16:13:29.524000000,2022-01-03 15:12:09.852000000,816.0,closed,864691135809742796,2021-12-30 13:29:10.370000000,6,yes,0.0,21
586,586,2022-01-03 15:45:11.302000128,2022-01-03 15:43:13.918000128,116.0,closed,864691135809742796,2021-12-30 13:29:10.370000000,6,yesConditional,1.0,22
587,587,2022-01-03 15:24:58.628000000,2022-01-03 15:23:03.523000064,114.0,closed,864691135809742796,2021-12-30 13:29:10.370000000,6,yes,0.0,23
588,588,2022-01-03 15:30:42.907000064,2022-01-03 15:26:16.609999872,266.0,closed,864691135809742796,2021-12-30 13:29:10.370000000,6,yes,0.0,24
589,589,2022-01-03 15:58:18.792999936,2022-01-03 15:57:11.320999936,67.0,closed,864691135809742796,2021-12-30 13:29:10.572000000,7,yesConditional,1.0,1
590,590,2022-01-03 16:26:07.304000000,2022-01-03 16:17:43.471000064,502.0,closed,864691135809742796,2021-12-30 13:29:10.572000000,7,yes,0.0,2
591,591,2022-01-03 16:02:19.710000128,2022-01-03 16:01:17.432999936,62.0,closed,864691135809742796,2021-12-30 13:29:10.572000000,7,yesConditional,1.0,3
592,592,2022-01-03 15:28:16.944999936,2022-01-03 15:27:17.271000064,59.0,closed,864691135809742796,2021-12-30 13:29:10.572000000,7,yesConditional,1.0,4
593,593,2022-01-03 15:37:32.439000064,2022-01-03 15:36:12.183000064,79.0,closed,864691135809742796,2021-12-30 13:29:10.572000000,7,yesConditional,1.0,5
594,594,2022-01-03 15:49:10.351000064,2022-01-03 15:48:33.327000064,35.0,closed,864691135809742796,2021-12-30 13:29:10.572000000,7,yesConditional,1.0,6
595,595,2022-01-03 15:37:35.171000064,2022-01-03 15:36:16.959000064,77.0,closed,864691135809742796,2021-12-30 13:29:10.572000000,7,yesConditional,1.0,7
596,596,2022-01-03 15:43:39.711000064,2022-01-03 15:42:25.892000000,73.0,closed,864691135809742796,2021-12-30 13:29:10.572000000,7,yesConditional,1.0,8
597,597,2022-01-03 15:37:15.840999936,2022-01-03 15:34:40.312999936,155.0,closed,864691135809742796,2021-12-30 13:29:10.572000000,7,yesConditional,1.0,9
598,598,2022-01-03 15:53:32.120000000,2022-01-03 15:49:50.048000000,221.0,closed,864691135809742796,2021-12-30 13:29:10.572000000,7,yesConditional,1.0,10
599,599,2022-01-10 20:23:03.225999872,2022-01-10 20:22:21.585999872,41.0,closed,864691135809742796,2021-12-30 13:29:10.572000000,7,no,0.0,11
600,600,2022-01-03 17:33:33.870000128,2022-01-03 17:31:17.692999936,135.0,closed,864691135809742796,2021-12-30 13:29:10.572000000,7,errorNearby,0.5,12
601,601,2022-01-03 15:32:26.195000064,2022-01-03 15:30:21.044000000,124.0,closed,864691135809742796,2021-12-30 13:29:10.572000000,7,yesConditional,1.0,13
602,602,2022-01-04 20:30:58.988000000,2022-01-04 20:16:44.521999872,219.0,closed,864691135809742796,2021-12-30 13:29:10.572000000,7,yesConditional,1.0,14
603,603,2022-01-03 15:50:54.676000000,2022-01-03 15:48:57.800000000,116.0,closed,864691135809742796,2021-12-30 13:29:10.572000000,7,yesConditional,1.0,15
604,604,2022-01-03 15:45:27.684999936,2022-01-03 15:44:27.964000000,57.0,closed,864691135809742796,2021-12-30 13:29:10.572000000,7,yesConditional,1.0,16
605,605,2022-01-03 16:00:56.479000064,2022-01-03 15:50:59.284999936,450.0,closed,864691135809742796,2021-12-30 13:29:10.572000000,7,yesConditional,1.0,17
606,606,2022-01-03 15:33:38.767000064,2022-01-03 15:30:45.372000000,172.0,closed,864691135809742796,2021-12-30 13:29:10.572000000,7,yesConditional,1.0,18
607,607,2022-01-03 15:35:24.599000064,2022-01-03 15:34:01.616000000,81.0,closed,864691135809742796,2021-12-30 13:29:10.572000000,7,yesConditional,1.0,19
608,608,2022-01-03 15:49:15.552000000,2022-01-03 15:47:33.840999936,99.0,closed,864691135809742796,2021-12-30 13:29:10.572000000,7,yesConditional,1.0,20
609,609,2022-01-03 16:15:49.091000064,2022-01-03 16:13:33.779000064,134.0,closed,864691135809742796,2021-12-30 13:29:10.572000000,7,yesConditional,1.0,21
610,610,2022-01-03 15:47:52.703000064,2022-01-03 15:45:31.160999936,141.0,closed,864691135809742796,2021-12-30 13:29:10.572000000,7,yesConditional,1.0,22
611,611,2022-01-03 15:30:07.438000128,2022-01-03 15:28:08.212000000,118.0,closed,864691135809742796,2021-12-30 13:29:10.572000000,7,yesConditional,1.0,23
612,612,2022-01-03 15:35:14.465999872,2022-01-03 15:30:45.840999936,267.0,closed,864691135809742796,2021-12-30 13:29:10.572000000,7,errorNearby,0.5,24
613,613,2022-01-03 15:59:03.604999936,2022-01-03 15:58:22.027000064,41.0,closed,864691135474780992,2021-12-30 13:29:11.353000000,11,no,1.0,1
614,614,2022-01-03 16:32:37.632999936,2022-01-03 16:26:11.927000064,383.0,closed,864691135474780992,2021-12-30 13:29:11.353000000,11,no,1.0,2
615,615,2022-01-03 16:03:17.163000064,2022-01-03 16:02:22.939000064,53.0,closed,864691135474780992,2021-12-30 13:29:11.353000000,11,no,1.0,3
616,616,2022-01-03 15:30:58.571000064,2022-01-03 15:28:20.260000000,88.0,closed,864691135474780992,2021-12-30 13:29:11.353000000,11,no,1.0,4
617,617,2022-01-03 15:41:48.564999936,2022-01-03 15:38:28.499000064,198.0,closed,864691135474780992,2021-12-30 13:29:11.353000000,11,no,1.0,5
618,618,2022-01-03 15:54:28.876999936,2022-01-03 15:49:13.814000128,118.0,closed,864691135474780992,2021-12-30 13:29:11.353000000,11,no,1.0,6
619,619,2022-01-03 15:41:54.376999936,2022-01-03 15:37:38.096000000,255.0,closed,864691135474780992,2021-12-30 13:29:11.353000000,11,no,1.0,7
620,620,2022-01-03 15:47:46.601999872,2022-01-03 15:43:43.843000064,241.0,closed,864691135474780992,2021-12-30 13:29:11.353000000,11,no,1.0,8
621,621,2022-01-03 15:38:21.064999936,2022-01-03 15:37:18.452000000,61.0,closed,864691135474780992,2021-12-30 13:29:11.353000000,11,no,1.0,9
622,622,2022-01-03 15:58:37.406000128,2022-01-03 15:53:45.292000000,291.0,closed,864691135474780992,2021-12-30 13:29:11.353000000,11,no,1.0,10
623,623,2022-01-10 20:27:36.823000064,2022-01-10 20:23:04.375000064,83.0,closed,864691135474780992,2021-12-30 13:29:11.353000000,11,no,1.0,11
624,624,2022-01-03 18:26:08.033999872,2022-01-03 18:22:07.196000000,1403.0,closed,864691135474780992,2021-12-30 13:29:11.353000000,11,unsure,0.0,12
625,625,2022-01-03 15:38:28.225999872,2022-01-03 15:33:12.560000000,315.0,closed,864691135474780992,2021-12-30 13:29:11.353000000,11,yesConditional,0.5,13
626,626,2022-01-04 20:34:38.580000000,2022-01-04 20:31:03.902000128,213.0,closed,864691135474780992,2021-12-30 13:29:11.353000000,11,errorNearby,0.0,14
627,627,2022-01-03 15:52:49.108000000,2022-01-03 15:50:58.129999872,110.0,closed,864691135474780992,2021-12-30 13:29:11.353000000,11,no,1.0,15
628,628,2022-01-03 15:47:22.276000000,2022-01-03 15:45:36.870000128,103.0,closed,864691135474780992,2021-12-30 13:29:11.353000000,11,no,1.0,16
629,629,2022-01-03 16:06:03.276000000,2022-01-03 16:01:00.036000000,300.0,closed,864691135474780992,2021-12-30 13:29:11.353000000,11,no,1.0,17
630,630,2022-01-03 15:34:47.808000000,2022-01-03 15:34:04.016999936,43.0,closed,864691135474780992,2021-12-30 13:29:11.353000000,11,no,1.0,18
631,631,2022-01-03 15:39:44.583000064,2022-01-03 15:35:32.070000128,251.0,closed,864691135474780992,2021-12-30 13:29:11.353000000,11,no,1.0,19
632,632,2022-01-03 15:52:08.582000128,2022-01-03 15:49:20.184999936,165.0,closed,864691135474780992,2021-12-30 13:29:11.353000000,11,no,1.0,20
633,633,2022-01-03 16:17:20.169999872,2022-01-03 16:15:54.007000064,85.0,closed,864691135474780992,2021-12-30 13:29:11.353000000,11,no,1.0,21
634,634,2022-01-03 15:58:31.876999936,2022-01-03 15:47:55.411000064,634.0,closed,864691135474780992,2021-12-30 13:29:11.353000000,11,no,1.0,22
635,635,2022-01-03 15:38:16.153999872,2022-01-03 15:30:10.761999872,484.0,closed,864691135474780992,2021-12-30 13:29:11.353000000,11,no,1.0,23
636,636,2022-01-03 15:43:36.083000064,2022-01-03 15:35:18.624999936,496.0,closed,864691135474780992,2021-12-30 13:29:11.353000000,11,no,1.0,24
637,637,2022-01-03 16:02:52.905999872,2022-01-03 15:59:06.811000064,225.0,closed,864691135939310849,2021-12-30 13:29:11.824000000,12,yes,0.0,1
638,638,2022-01-03 16:42:55.016000000,2022-01-03 16:32:42.463000064,610.0,closed,864691135939310849,2021-12-30 13:29:11.824000000,12,yesConditional,1.0,2
639,639,2022-01-03 16:04:47.264000000,2022-01-03 16:03:20.648000000,85.0,closed,864691135939310849,2021-12-30 13:29:11.824000000,12,yesConditional,1.0,3
640,640,2022-01-03 15:34:44.280999936,2022-01-03 15:31:02.580000000,220.0,closed,864691135939310849,2021-12-30 13:29:11.824000000,12,yesConditional,1.0,4
